Creation Date,Update Date,Rule,Status,Severity,File,Line,Message
2019-12-29T19:55:46-0500,2020-01-17T00:51:44-0500,php:S905,OPEN,MAJOR,phpmyadmin:libraries/classes/Controllers/ExportController.php,619,Remove or refactor this statement.
2019-11-12T13:28:47-0500,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/functions.js,2989,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-29T16:54:06-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/table/operations.js,174,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-26T23:55:10-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/functions.js,3846,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/config.js,826,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/database/operations.js,72,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/database/operations.js,101,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/database/operations.js,126,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/database/operations.js,161,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/database/search.js,149,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/database/search.js,181,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/database/structure.js,321,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/database/structure.js,374,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/functions.js,3021,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/functions.js,3221,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/functions.js,3239,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/functions.js,4112,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/functions.js,4619,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/functions.js,4640,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/gis_data_editor.js,160,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/gis_data_editor.js,209,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/gis_data_editor.js,263,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/gis_data_editor.js,282,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/indexes.js,675,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/makegrid.js,1036,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/makegrid.js,1412,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/navigation.js,536,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/navigation.js,570,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/navigation.js,598,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/navigation.js,716,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/navigation.js,993,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/navigation.js,1039,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/navigation.js,1126,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/server/databases.js,89,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/server/databases.js,134,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/server/privileges.js,186,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/server/privileges.js,224,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/server/privileges.js,251,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/server/privileges.js,302,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/server/privileges.js,336,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/server/privileges.js,366,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/server/variables.js,109,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/table/chart.js,382,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/table/operations.js,48,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/table/operations.js,71,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/table/operations.js,121,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/table/operations.js,247,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/table/operations.js,281,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/table/operations.js,316,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/table/relation.js,115,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/table/structure.js,228,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-05-22T16:44:21-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/table/zoom_plot_jqplot.js,388,"TypeError can be thrown as ""data"" might be null or undefined here."
2019-01-26T13:29:33-0500,2020-01-17T00:51:44-0500,php:S836,OPEN,MAJOR,phpmyadmin:libraries/classes/Controllers/Server/DatabasesController.php,122,Review the data-flow - use of uninitialized value.
2018-11-29T13:15:41-0500,2020-01-17T00:51:44-0500,php:S1764,OPEN,MAJOR,phpmyadmin:test/classes/TableTest.php,59,"Identical sub-expressions on both sides of operator ""==="""
2017-09-25T20:30:14-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/navigation.js,189,"TypeError can be thrown as ""data"" might be null or undefined here."
2017-09-25T13:22:35-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/database/search.js,241,"TypeError can be thrown as ""data"" might be null or undefined here."
2017-09-25T13:22:35-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/table/select.js,179,"TypeError can be thrown as ""data"" might be null or undefined here."
2017-09-13T15:00:40-0400,2020-01-17T00:51:44-0500,php:S2201,OPEN,MAJOR,phpmyadmin:libraries/classes/ReplicationGui.php,320,"The return value of ""strtok"" must be used."
2017-09-13T15:00:40-0400,2020-01-17T00:51:44-0500,php:S2201,OPEN,MAJOR,phpmyadmin:libraries/classes/ReplicationGui.php,326,"The return value of ""strtok"" must be used."
2016-12-21T07:56:45-0500,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/vendor/codemirror/lib/codemirror.js,6191,"TypeError can be thrown as ""lines"" might be null or undefined here."
2016-11-30T07:08:40-0500,2020-01-17T00:51:44-0500,javascript:S2137,OPEN,MAJOR,phpmyadmin:js/vendor/tracekit.js,6,"Do not use ""undefined"" to declare a parameter - use another name."
2016-02-03T08:57:50-0500,2020-01-17T00:51:44-0500,javascript:DuplicatePropertyName,OPEN,MAJOR,phpmyadmin:js/vendor/openlayers/src/openlayers/lib/OpenLayers/Format/WCSCapabilities/v1_0_0.js,142,Rename or remove duplicate property name 'name'.
2016-02-03T08:57:50-0500,2020-01-17T00:51:44-0500,javascript:DuplicatePropertyName,OPEN,MAJOR,phpmyadmin:js/vendor/openlayers/src/openlayers/lib/OpenLayers/Format/WCSCapabilities/v1_0_0.js,145,Rename or remove duplicate property name 'label'.
2016-02-03T08:57:50-0500,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/vendor/openlayers/src/openlayers/lib/OpenLayers/Format/WMTSCapabilities.js,212,"TypeError can be thrown as ""style"" might be null or undefined here."
2016-02-03T08:57:50-0500,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/vendor/openlayers/src/openlayers/lib/OpenLayers/Renderer/SVG.js,340,"TypeError can be thrown as ""src"" might be null or undefined here."
2016-02-03T08:57:50-0500,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/vendor/openlayers/src/openlayers/lib/deprecated.js,5134,"TypeError can be thrown as ""src"" might be null or undefined here."
2014-12-04T05:25:35-0500,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/vendor/jqplot/plugins/jqplot.dateAxisRenderer.js,488,"TypeError can be thrown as ""daTickInterval"" might be null or undefined here."
2014-04-30T13:22:43-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/vendor/openlayers/src/openlayers/lib/OpenLayers/Control/Graticule.js,319,"TypeError can be thrown as ""labelPoint"" might be null or undefined here."
2014-04-30T13:22:43-0400,2020-01-17T00:51:44-0500,javascript:S3981,OPEN,MAJOR,phpmyadmin:js/vendor/openlayers/src/openlayers/lib/OpenLayers/Format/ArcXML.js,347,"Fix this expression; length of ""query.where"" is always greater or equal to zero."
2014-04-30T13:22:43-0400,2020-01-17T00:51:44-0500,javascript:S2583,OPEN,MAJOR,phpmyadmin:js/vendor/openlayers/src/openlayers/lib/OpenLayers/Format/GeoJSON.js,459,"Change this condition so that it does not always evaluate to ""false""; some subsequent code is never executed."
2014-04-30T13:22:43-0400,2020-01-17T00:51:44-0500,javascript:S3812,OPEN,CRITICAL,phpmyadmin:js/vendor/openlayers/src/openlayers/lib/OpenLayers/Format/GeoJSON.js,459,"Add parentheses to perform ""instanceof"" operator before logical NOT operator."
2014-04-30T13:22:43-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/vendor/openlayers/src/openlayers/lib/OpenLayers/Format/Text.js,116,"TypeError can be thrown as ""style"" might be null or undefined here."
2014-04-30T13:22:43-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/vendor/openlayers/src/openlayers/lib/OpenLayers/Geometry/LineString.js,330,"TypeError can be thrown as ""vert2"" might be null or undefined here."
2014-04-30T13:22:43-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/vendor/openlayers/src/openlayers/lib/OpenLayers/Renderer/VML.js,299,"TypeError can be thrown as ""fill"" might be null or undefined here."
2013-08-18T11:10:59-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/server/status/monitor.js,2085,"TypeError can be thrown as ""data"" might be null or undefined here."
2013-01-01T11:50:04-0500,2020-01-17T00:51:44-0500,javascript:S2583,OPEN,MAJOR,phpmyadmin:js/vendor/jquery/jquery-ui-timepicker-addon.js,1875,"Change this condition so that it does not always evaluate to ""false""; some subsequent code is never executed."
2013-01-01T11:50:04-0500,2020-01-17T00:51:44-0500,javascript:S2583,OPEN,MAJOR,phpmyadmin:js/vendor/jquery/jquery-ui-timepicker-addon.js,1883,"Change this condition so that it does not always evaluate to ""false""; some subsequent code is never executed."
2013-01-01T11:50:04-0500,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/vendor/jquery/jquery-ui-timepicker-addon.js,2215,"TypeError can be thrown as ""date"" might be null or undefined here."
2012-12-14T14:05:04-0500,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/server/status/sorter.js,18,"TypeError can be thrown as ""$table"" might be null or undefined here."
2012-10-30T16:24:00-0400,2020-01-17T00:51:44-0500,javascript:S2137,OPEN,MAJOR,phpmyadmin:js/vendor/jquery/jquery.ba-hashchange-1.3.js,88,"Do not use ""undefined"" to declare a parameter - use another name."
2012-10-30T16:10:23-0400,2020-01-17T00:51:44-0500,javascript:S2259,OPEN,MAJOR,phpmyadmin:js/functions.js,3877,"TypeError can be thrown as ""data"" might be null or undefined here."
2012-08-31T14:18:02-0400,2020-01-17T00:51:44-0500,javascript:S905,OPEN,MAJOR,phpmyadmin:js/vendor/jqplot/plugins/jqplot.barRenderer.js,477,Refactor or remove this statement.
2012-05-13T11:24:25-0400,2020-01-17T00:51:44-0500,javascript:S3001,OPEN,MINOR,phpmyadmin:js/vendor/jqplot/plugins/jqplot.cursor.js,1081,"Remove this ""delete"" operator or pass an object property to it."
